# Initial mass = 1.000, Z =  0.0028, Y =  0.250, M_mix = 0.00E+00
# Final mass = 0.651, Mass expelled =   0.3490
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i) 
 eu  63   0.031869 -0.478131  0.221295  1.16091E-10  1.32266E-10  3.35736E-10
 gd  64   0.787637 -0.262363  0.437063  6.84568E-10  1.24972E-09  1.97977E-09
 tb  65  -0.110871 -0.430871  0.268554  8.73998E-11  1.15370E-10  2.52760E-10
 dy  66   0.893509 -0.236491  0.462935  9.02717E-10  1.70501E-09  2.61066E-09
 ho  67   0.022842 -0.447158  0.252268  1.23405E-10  1.55486E-10  3.56886E-10
 er  68   0.731973 -0.188027  0.511398  6.40547E-10  1.28684E-09  1.85246E-09
 tm  69  -0.175616 -0.295616  0.403809  8.00370E-11  1.39321E-10  2.31467E-10
 yb  70   0.992071  0.072071  0.771497  1.20617E-09  2.97077E-09  3.48823E-09
 lu  71   0.070632 -0.019368  0.680058  1.46143E-10  3.33579E-10  4.22646E-10
 hf  72   0.964463  0.254463  0.953889  1.16753E-09  2.99834E-09  3.37649E-09
 ta  73   0.023382  0.143382  0.842808  1.35558E-10  3.35246E-10  3.92034E-10
  w  74   0.898085  0.248085  0.947510  1.03208E-09  2.64541E-09  2.98478E-09
 re  75   0.092150 -0.167850  0.531575  1.63432E-10  3.32442E-10  4.72644E-10
 os  76   1.046583 -0.303417  0.396009  1.50332E-09  2.58582E-09  4.34760E-09
 ir  77   0.700168 -0.619832  0.079593  6.84146E-10  3.16852E-10  1.97855E-09
 pt  78   1.124406 -0.495594  0.203832  1.84418E-09  2.20996E-09  5.33337E-09
 au  79   0.336485 -0.463515  0.235911  3.03437E-10  3.63312E-10  8.77539E-10
 hg  80   1.315650  0.145650  0.845076  2.94543E-09  7.37676E-09  8.51820E-09
 tl  81   1.137326  0.367326  1.066752  1.99049E-09  5.25853E-09  5.75650E-09
 pb  82   2.993517  0.953517  1.652943  1.44909E-07  4.09677E-07  4.19077E-07
 bi  83   1.491560  0.841560  1.540986  4.60103E-09  1.29199E-08  1.33062E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
    0.0079   0.4617   0.8912   0.4294   0.7618
# Initial mass = 3.750, Z =  0.0028, Y =  0.250, M_mix = 1.00E-03, VW93
# Final mass = 0.858, Mass expelled =   2.8920
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  7.15401E-01 -1.09155E-01  2.06894E+00
 he   2  10.994699  0.064698  0.767307  2.80655E-01  8.81442E-02  8.11655E-01
  c   6   8.818648  0.348648  1.051257  5.61457E-03  1.47707E-02  1.62373E-02
  n   7   7.941250  0.071250  0.773859  8.68330E-04  2.08157E-03  2.51121E-03
  o   8   8.077454 -0.652546  0.050063  1.35717E-03  4.17625E-04  3.92495E-03
  f   9   4.815227  0.355227  1.057835  8.81096E-07  2.32143E-06  2.54813E-06
 ne  10   7.840003 -0.129997  0.572612  9.90863E-04  2.08633E-03  2.86558E-03
 na  11   6.058004 -0.251996  0.450613  1.86480E-05  3.45074E-05  5.39301E-05
 mg  12   7.148600 -0.491400  0.211209  2.42876E-04  2.63414E-04  7.02398E-04
 al  13   5.873274 -0.596726  0.105883  1.43033E-05  8.41692E-06  4.13652E-05
 si  14   6.876435 -0.673565  0.029043  1.49973E-04  2.13885E-05  4.33723E-04
  p  15   4.993607 -0.476393  0.226216  2.16618E-06  2.48228E-06  6.26458E-06
  s  16   6.462962 -0.697038  0.005571  6.60819E-05 -6.64790E-07  1.91109E-04
 cl  17   4.562105 -0.667895  0.034713  9.18009E-07  1.63673E-07  2.65488E-06
 ar  18   5.740100 -0.699900  0.002708  1.55842E-05 -4.55169E-07  4.50695E-05
  k  19   4.399978 -0.680022  0.022586  6.96982E-07  7.32721E-08  2.01567E-06
 ca  20   5.587768 -0.702232  0.000377  1.10094E-05 -4.94092E-07  3.18392E-05
 sc  21   2.535706 -0.514294  0.188314  1.09542E-08  1.08086E-08  3.16797E-08
 ti  22   4.223953 -0.686047  0.016562  5.68957E-07  3.55384E-08  1.64542E-06
  v  23   3.261173 -0.698827  0.003782  6.59688E-08 -9.73145E-10  1.90782E-07
 cr  24   4.921422 -0.718578 -0.015969  3.07951E-06 -7.73916E-08  8.90593E-06
 mn  25   4.775307 -0.704693 -0.002084  2.32418E-06 -1.43417E-07  6.72152E-06
 fe  26   6.837391 -0.702609  0.000000  2.72562E-04 -1.29519E-05  7.88249E-04
 co  27   4.492840 -0.377160  0.325449  1.30103E-06  1.95494E-06  3.76259E-06
 ni  28   5.581846 -0.618154  0.084455  1.59046E-05  7.50606E-06  4.59960E-05
 cu  29   4.093210 -0.156790  0.545819  5.58969E-07  1.14897E-06  1.61654E-06
 zn  30   4.106406 -0.523594  0.179015  5.93107E-07  5.60750E-07  1.71527E-06
 ga  31   2.906748 -0.173252  0.529356  3.99220E-08  8.07701E-08  1.15455E-07
 ge  32   3.354870 -0.225130  0.477479  1.16717E-07  2.31971E-07  3.37546E-07
 as  33   1.954193 -0.345807  0.356802  4.78511E-09  7.65319E-09  1.38385E-08
 se  34   3.213897 -0.126103  0.576505  9.17050E-08  2.00610E-07  2.65211E-07
 br  35   2.382584 -0.157416  0.545192  1.36849E-08  2.81127E-08  3.95767E-08
 kr  36   3.700551  0.450551  1.153160  2.98452E-07  8.01687E-07  8.63122E-07
 rb  37   2.946811  0.586811  1.289419  5.36665E-08  1.47102E-07  1.55204E-07
 sr  38   3.296375  0.416375  1.118984  1.23046E-07  3.28501E-07  3.55849E-07
  y  39   2.723972  0.553972  1.256581  3.34190E-08  9.12062E-08  9.66476E-08
 zr  40   3.178440  0.648440  1.351049  9.76423E-08  2.69592E-07  2.82382E-07
 nb  41   1.937613  0.527613  1.230221  5.71144E-09  1.55294E-08  1.65175E-08
 mo  42   2.511137  0.571137  1.273746  2.20915E-08  6.12731E-08  6.38887E-08
 ru  44   2.129236  0.369236  1.071845  9.65936E-09  2.61548E-08  2.79349E-08
 rh  45   1.043064 -0.016936  0.685673  8.06481E-10  1.84347E-09  2.33234E-09
 pd  46   2.014151  0.364151  1.066759  7.80304E-09  2.08501E-08  2.25664E-08
 ag  47   1.221133  0.021133  0.723742  1.27384E-09  2.97657E-09  3.68395E-09
 cd  48   2.125407  0.415407  1.118016  1.06489E-08  2.86198E-08  3.07967E-08
 in  49   0.989117  0.229117  0.931725  7.94724E-10  2.03669E-09  2.29834E-09
 sn  50   2.590055  0.520055  1.222663  3.27817E-08  8.98064E-08  9.48046E-08
 sb  51   1.108378  0.098378  0.800987  1.10911E-09  2.91259E-09  3.20753E-09
 te  52   2.224086  0.044086  0.746694  1.51714E-08  4.11515E-08  4.38757E-08
  i  53   1.231137 -0.318863  0.383746  1.53356E-09  2.57200E-09  4.43507E-09
 xe  54   2.541150  0.301150  1.003759  3.23952E-08  8.50191E-08  9.36870E-08
 cs  55   1.206000  0.126000  0.828609  1.51576E-09  3.72243E-09  4.38358E-09
 ba  56   3.309928  1.129928  1.832536  1.98963E-07  5.66819E-07  5.75402E-07
 la  57   2.260320  1.090320  1.792928  1.79527E-08  5.10699E-08  5.19193E-08
 ce  58   2.812492  1.232492  1.935101  6.45758E-08  1.84559E-07  1.86753E-07
 pr  59   1.760268  1.000268  1.702877  5.75830E-09  1.63175E-08  1.66530E-08
 nd  60   2.478114  1.028114  1.730723  3.07815E-08  8.74321E-08  8.90201E-08
 sm  62   1.738753  0.798753  1.501362  5.84757E-09  1.65092E-08  1.69112E-08
 eu  63   0.705768  0.195768  0.898376  5.47769E-10  1.38068E-09  1.58415E-09
 gd  64   1.621632  0.571632  1.274240  4.66995E-09  1.27754E-08  1.35055E-08
 tb  65   0.618805  0.298805  1.001414  4.68907E-10  1.21869E-09  1.35608E-09
 dy  66   1.745848  0.615848  1.318456  6.42379E-09  1.76719E-08  1.85776E-08
 ho  67   0.734398  0.264398  0.967006  6.35020E-10  1.63508E-09  1.83648E-09
 er  68   1.593353  0.673353  1.375962  4.65406E-09  1.28939E-08  1.34596E-08
 tm  69   0.650057  0.530057  1.232665  5.35628E-10  1.45689E-09  1.54904E-09
 yb  70   1.935322  1.015322  1.717930  1.05818E-08  3.00850E-08  3.06024E-08
 lu  71   0.995591  0.905591  1.608200  1.22924E-09  3.46590E-09  3.55497E-09
 hf  72   1.930470  1.220470  1.923079  1.07938E-08  3.08375E-08  3.12157E-08
 ta  73   0.984483  1.104483  1.807091  1.23916E-09  3.52685E-09  3.58364E-09
  w  74   1.868166  1.218166  1.920775  9.63154E-09  2.75150E-08  2.78544E-08
 re  75   0.976731  0.716731  1.419340  1.25261E-09  3.48235E-09  3.62255E-09
 os  76   1.885846  0.535846  1.238455  1.03804E-08  2.82584E-08  3.00202E-08
 ir  77   1.144163 -0.175837  0.526772  1.90127E-09  3.83678E-09  5.49847E-09
 pt  78   1.839149  0.219149  0.921758  9.55978E-09  2.45235E-08  2.76469E-08
 au  79   1.050178  0.250178  0.952786  1.56913E-09  4.02371E-09  4.53794E-09
 hg  80   2.286767  1.116767  1.819376  2.75528E-08  7.85412E-08  7.96826E-08
 tl  81   2.119797  1.349797  2.052405  1.91131E-08  5.47772E-08  5.52752E-08
 pb  82   3.717179  1.677179  2.379788  7.66759E-07  2.20807E-06  2.21747E-06
 bi  83   2.330390  1.680390  2.382998  3.17383E-08  9.14010E-08  9.17872E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.0616   1.2422   1.8535   0.6113   0.5263
# Initial mass = 3.750, Z =  0.0028, Y =  0.250, M_mix = 1.00E-03, B95
# Final mass = 0.853, Mass expelled =   2.8970
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  7.17424E-01 -1.03483E-01  2.07838E+00
 he   2  10.992352  0.062351  0.764395  2.79932E-01  8.62011E-02  8.10963E-01
  c   6   8.763156  0.293156  0.995199  4.95508E-03  1.28857E-02  1.43549E-02
  n   7   7.683454 -0.186546  0.515498  4.80967E-04  9.62976E-04  1.39336E-03
  o   8   8.065763 -0.664236  0.037807  1.32487E-03  3.24753E-04  3.83814E-03
  f   9   4.740905  0.280905  0.982949  7.44609E-07  1.93004E-06  2.15713E-06
 ne  10   7.790241 -0.179759  0.522285  8.86090E-04  1.78641E-03  2.56700E-03
 na  11   6.022427 -0.287573  0.414471  1.72299E-05  3.04587E-05  4.99149E-05
 mg  12   7.095593 -0.544406  0.157637  2.15578E-04  1.84786E-04  6.24530E-04
 al  13   5.854826 -0.615174  0.086870  1.37473E-05  6.82049E-06  3.98258E-05
 si  14   6.869925 -0.680075  0.021969  1.48160E-04  1.61723E-05  4.29220E-04
  p  15   4.949253 -0.520747  0.181296  1.96140E-06  1.89332E-06  5.68217E-06
  s  16   6.462018 -0.697981  0.004062  6.61250E-05 -5.41302E-07  1.91564E-04
 cl  17   4.555559 -0.674441  0.027602  9.06833E-07  1.31579E-07  2.62709E-06
 ar  18   5.739767 -0.700233  0.001811  1.56163E-05 -3.62965E-07  4.52404E-05
  k  19   4.394783 -0.685217  0.016827  6.90643E-07  5.50338E-08  2.00079E-06
 ca  20   5.588032 -0.701968  0.000075  1.10472E-05 -3.85327E-07  3.20038E-05
 sc  21   2.497497 -0.552503  0.149540  1.00601E-08  8.23682E-09  2.91440E-08
 ti  22   4.221753 -0.688247  0.013796  5.67681E-07  3.19052E-08  1.64457E-06
  v  23   3.260639 -0.699361  0.002683  6.60741E-08 -6.69800E-10  1.91417E-07
 cr  24   4.921256 -0.718744 -0.016700  3.08703E-06 -5.57147E-08  8.94314E-06
 mn  25   4.776253 -0.703747 -0.001704  2.33583E-06 -1.09906E-07  6.76690E-06
 fe  26   6.837956 -0.702044  0.000000  2.73688E-04 -9.71043E-06  7.92876E-04
 co  27   4.446739 -0.423261  0.278782  1.17331E-06  1.58831E-06  3.39908E-06
 ni  28   5.558931 -0.641069  0.060975  1.51298E-05  5.27452E-06  4.38310E-05
 cu  29   3.994832 -0.255168  0.446876  4.46927E-07  8.26370E-07  1.29475E-06
 zn  30   4.063704 -0.566297  0.135747  5.39085E-07  4.05215E-07  1.56173E-06
 ga  31   2.819560 -0.260440  0.441604  3.27531E-08  6.01412E-08  9.48856E-08
 ge  32   3.273203 -0.306797  0.395247  9.69826E-08  1.75202E-07  2.80958E-07
 as  33   1.891550 -0.408450  0.293594  4.15409E-09  5.83836E-09  1.20344E-08
 se  34   3.131895 -0.208105  0.493939  7.61408E-08  1.55867E-07  2.20580E-07
 br  35   2.306688 -0.233312  0.468732  1.15232E-08  2.18989E-08  3.33827E-08
 kr  36   3.630211  0.380211  1.082254  2.54543E-07  6.75868E-07  7.37410E-07
 rb  37   2.861301  0.501302  1.203345  4.41998E-08  1.19931E-07  1.28047E-07
 sr  38   3.233867  0.353867  1.055910  1.06853E-07  2.82157E-07  3.09552E-07
  y  39   2.663105  0.493105  1.195148  2.91308E-08  7.89411E-08  8.43919E-08
 zr  40   3.109752  0.579752  1.281795  8.35942E-08  2.29360E-07  2.42172E-07
 nb  41   1.883052  0.473052  1.175095  5.05141E-09  1.36441E-08  1.46339E-08
 mo  42   2.443152  0.503152  1.205196  1.89438E-08  5.22601E-08  5.48803E-08
 ru  44   2.060416  0.300416  1.002460  8.26713E-09  2.21667E-08  2.39499E-08
 rh  45   0.985635 -0.074365  0.627678  7.08584E-10  1.56305E-09  2.05277E-09
 pd  46   1.946609  0.296609  0.998652  6.69804E-09  1.76849E-08  1.94042E-08
 ag  47   1.163390 -0.036610  0.665434  1.11840E-09  2.53141E-09  3.24001E-09
 cd  48   2.062604  0.352604  1.054647  9.24121E-09  2.45911E-08  2.67718E-08
 in  49   0.932920  0.172920  0.874964  7.00238E-10  1.76648E-09  2.02859E-09
 sn  50   2.541152  0.471152  1.173196  2.93735E-08  8.00882E-08  8.50950E-08
 sb  51   1.066213  0.056213  0.758256  1.00933E-09  2.62858E-09  2.92403E-09
 te  52   2.181550  0.001550  0.703593  1.37948E-08  3.72348E-08  3.99636E-08
  i  53   1.205329 -0.344671  0.357373  1.44917E-09  2.33196E-09  4.19825E-09
 xe  54   2.479948  0.239948  0.941992  2.82167E-08  7.30607E-08  8.17437E-08
 cs  55   1.164423  0.084423  0.786466  1.38127E-09  3.33926E-09  4.00155E-09
 ba  56   3.237667  1.057667  1.759711  1.68942E-07  4.80829E-07  4.89426E-07
 la  57   2.196142  1.026142  1.728186  1.55303E-08  4.41404E-08  4.49912E-08
 ce  58   2.741132  1.161132  1.863175  5.49460E-08  1.56980E-07  1.59178E-07
 pr  59   1.691291  0.931291  1.633334  4.92655E-09  1.39361E-08  1.42722E-08
 nd  60   2.414755  0.964755  1.666798  2.66782E-08  7.56960E-08  7.72867E-08
 sm  62   1.668243  0.728243  1.430287  4.98531E-09  1.40398E-08  1.44424E-08
 eu  63   0.640542  0.130542  0.832586  4.72714E-10  1.16563E-09  1.36945E-09
 gd  64   1.550211  0.500211  1.202255  3.97299E-09  1.07785E-08  1.15098E-08
 tb  65   0.551785  0.231785  0.933828  4.02988E-10  1.02983E-09  1.16746E-09
 dy  66   1.675013  0.545013  1.247056  5.47245E-09  1.49465E-08  1.58537E-08
 ho  67   0.667711  0.197711  0.899755  5.46169E-10  1.38050E-09  1.58225E-09
 er  68   1.518889  0.598889  1.300933  3.93183E-09  1.08239E-08  1.13905E-08
 tm  69   0.578963  0.458963  1.161007  4.56033E-10  1.22882E-09  1.32113E-09
 yb  70   1.859379  0.939379  1.641422  8.90926E-09  2.52918E-08  2.58101E-08
 lu  71   0.921170  0.831170  1.533214  1.03858E-09  2.91956E-09  3.00878E-09
 hf  72   1.854209  1.144209  1.846252  9.08112E-09  2.59292E-08  2.63080E-08
 ta  73   0.909387  1.029387  1.731430  1.04534E-09  2.97145E-09  3.02834E-09
  w  74   1.792042  1.142042  1.844085  8.10583E-09  2.31426E-08  2.34826E-08
 re  75   0.901675  0.641675  1.343719  1.05679E-09  2.92106E-09  3.06151E-09
 os  76   1.815749  0.465749  1.167793  8.85817E-09  2.38973E-08  2.56621E-08
 ir  77   1.092375 -0.227625  0.474418  1.69232E-09  3.23808E-09  4.90265E-09
 pt  78   1.773512  0.153512  0.855555  8.24208E-09  2.07485E-08  2.38773E-08
 au  79   0.984196  0.184196  0.886239  1.35178E-09  3.40098E-09  3.91610E-09
 hg  80   2.215144  1.045144  1.747188  2.34299E-08  6.67329E-08  6.78763E-08
 tl  81   2.046488  1.276488  1.978531  1.61901E-08  4.64038E-08  4.69027E-08
 pb  82   3.654072  1.614072  2.316115  6.64933E-07  1.91689E-06  1.92631E-06
 bi  83   2.235735  1.585735  2.287778  2.55951E-08  7.37619E-08  7.41489E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.0785   1.1776   1.7837   0.6061   0.5324
# Initial mass = 4.000, Z =  0.0028, Y =  0.250, M_mix = 1.00E-04
# Final mass = 0.867, Mass expelled =   3.1330
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  7.04976E-01 -1.50915E-01  2.20869E+00
 he   2  11.018264  0.088264  0.780544  2.91987E-01  1.30991E-01  9.14795E-01
  c   6   8.831465  0.361465  1.053745  5.69846E-03  1.62644E-02  1.78533E-02
  n   7   7.835148 -0.034852  0.657428  6.70204E-04  1.63430E-03  2.09975E-03
  o   8   8.039518 -0.690481  0.001799  1.22553E-03  3.99915E-05  3.83959E-03
  f   9   4.585485  0.125485  0.817766  5.11573E-07  1.35716E-06  1.60276E-06
 ne  10   7.479532 -0.490468  0.201813  4.25762E-04  4.89725E-04  1.33391E-03
 na  11   5.900323 -0.409677  0.282603  1.27813E-05  1.90026E-05  4.00439E-05
 mg  12   7.006871 -0.633129  0.059152  1.72695E-04  6.54880E-05  5.41055E-04
 al  13   5.855301 -0.614699  0.077581  1.35235E-05  6.67511E-06  4.23691E-05
 si  14   6.872375 -0.677625  0.014655  1.46413E-04  1.20151E-05  4.58711E-04
  p  15   4.829335 -0.640665  0.051616  1.46233E-06  4.83991E-07  4.58149E-06
  s  16   6.468739 -0.691261  0.001019  6.59908E-05 -1.00568E-06  2.06749E-04
 cl  17   4.561052 -0.668948  0.023332  9.02440E-07  1.28537E-07  2.82735E-06
 ar  18   5.748168 -0.691833  0.000448  1.56450E-05 -3.02502E-07  4.90159E-05
  k  19   4.399732 -0.680268  0.012012  6.86436E-07  4.63378E-08  2.15060E-06
 ca  20   5.596934 -0.693066 -0.000785  1.10804E-05 -3.12913E-07  3.47148E-05
 sc  21   2.466475 -0.583525  0.108755  9.20399E-09  6.22578E-09  2.88361E-08
 ti  22   4.222403 -0.687597  0.004683  5.58667E-07  6.26153E-09  1.75030E-06
  v  23   3.264271 -0.695729 -0.003449  6.54727E-08 -2.60842E-09  2.05126E-07
 cr  24   4.929816 -0.710184 -0.017904  3.09385E-06 -3.88900E-08  9.69304E-06
 mn  25   4.787734 -0.692266  0.000014  2.35679E-06 -5.31995E-08  7.38381E-06
 fe  26   6.847720 -0.692280  0.000000  2.75054E-04 -6.22339E-06  8.61744E-04
 co  27   4.457309 -0.412691  0.279590  1.18136E-06  1.74291E-06  3.70119E-06
 ni  28   5.547747 -0.652253  0.040027  1.44893E-05  3.69747E-06  4.53949E-05
 cu  29   3.889889 -0.360111  0.332169  3.44899E-07  5.74034E-07  1.08057E-06
 zn  30   4.007788 -0.622212  0.070068  4.65736E-07  2.08424E-07  1.45915E-06
 ga  31   2.632100 -0.447900  0.244380  2.09021E-08  2.79115E-08  6.54862E-08
 ge  32   3.072287 -0.507713  0.184567  6.00034E-08  7.36184E-08  1.87991E-07
 as  33   1.733898 -0.566102  0.126179  2.83937E-09  2.19495E-09  8.89575E-09
 se  34   2.844083 -0.495917  0.196363  3.85659E-08  5.08429E-08  1.20827E-07
 br  35   2.041672 -0.498328  0.193952  6.15112E-09  6.85217E-09  1.92715E-08
 kr  36   2.915356 -0.334644  0.357636  4.82284E-08  8.45445E-08  1.51100E-07
 rb  37   2.145175 -0.214825  0.477455  8.35011E-09  1.73841E-08  2.61609E-08
 sr  38   2.565852 -0.314148  0.378132  2.25512E-08  4.10257E-08  7.06529E-08
  y  39   1.936848 -0.233152  0.459128  5.37642E-09  1.09495E-08  1.68443E-08
 zr  40   2.351882 -0.178118  0.514162  1.43451E-08  3.10876E-08  4.49433E-08
 nb  41   1.184122 -0.225878  0.466402  9.92841E-10  2.04010E-09  3.11057E-09
 mo  42   1.685293 -0.254707  0.437573  3.25092E-09  7.35156E-09  1.01851E-08
 ru  44   1.305593 -0.454406  0.237874  1.42866E-09  2.54760E-09  4.47599E-09
 rh  45   0.492414 -0.567585  0.124695  2.23650E-10  1.71079E-10  7.00696E-10
 pd  46   1.229903 -0.420097  0.272184  1.26369E-09  2.09979E-09  3.95913E-09
 ag  47   0.652049 -0.547951  0.144329  3.38576E-10  2.94435E-10  1.06076E-09
 cd  48   1.348419 -0.361581  0.330699  1.75365E-09  3.13583E-09  5.49417E-09
 in  49   0.307527 -0.452473  0.239807  1.63024E-10  2.27295E-10  5.10753E-10
 sn  50   1.794829 -0.275171  0.417110  5.17644E-09  1.08031E-08  1.62178E-08
 sb  51   0.401783 -0.608217  0.084063  2.14784E-10  3.53402E-10  6.72918E-10
 te  52   1.457868 -0.722132 -0.029852  2.56113E-09  5.07284E-09  8.02403E-09
  i  53   0.917123 -0.632877  0.059403  7.33352E-10  2.79273E-10  2.29759E-09
 xe  54   1.819195 -0.420805  0.271475  6.05551E-09  9.58160E-09  1.89719E-08
 cs  55   0.601117 -0.478883  0.213397  3.70999E-10  4.46094E-10  1.16234E-09
 ba  56   2.339947  0.159947  0.852227  2.10095E-08  5.65252E-08  6.58229E-08
 la  57   1.311365  0.141365  0.833645  1.98975E-09  5.31377E-09  6.23390E-09
 ce  58   1.850796  0.270796  0.963076  6.95020E-09  1.93976E-08  2.17750E-08
 pr  59   0.839655  0.079655  0.771935  6.81246E-10  1.77088E-09  2.13434E-09
 nd  60   1.539062  0.089061  0.781342  3.49030E-09  9.21480E-09  1.09351E-08
 sm  62   0.812692 -0.127308  0.564972  6.83184E-10  1.70496E-09  2.14042E-09
 eu  63   0.037299 -0.472701  0.219579  1.15812E-10  1.42413E-10  3.62839E-10
 gd  64   0.791280 -0.258720  0.433560  6.80118E-10  1.33993E-09  2.13081E-09
 tb  65  -0.104999 -0.424999  0.267282  8.72786E-11  1.24605E-10  2.73444E-10
 dy  66   0.898514 -0.231486  0.460794  8.99665E-10  1.83754E-09  2.81865E-09
 ho  67   0.028687 -0.441313  0.250968  1.23226E-10  1.67883E-10  3.86066E-10
 er  68   0.734276 -0.185724  0.506556  6.34424E-10  1.37489E-09  1.98765E-09
 tm  69  -0.169777 -0.289777  0.402503  7.99198E-11  1.50564E-10  2.50389E-10
 yb  70   0.993183  0.073183  0.765463  1.19136E-09  3.17195E-09  3.73253E-09
 lu  71   0.073099 -0.016901  0.675379  1.44800E-10  3.57170E-10  4.53659E-10
 hf  72   0.966601  0.256601  0.948882  1.15592E-09  3.21185E-09  3.62151E-09
 ta  73   0.030984  0.150984  0.843264  1.35910E-10  3.64286E-10  4.25806E-10
  w  74   0.902000  0.252000  0.944281  1.02602E-09  2.84685E-09  3.21451E-09
 re  75   0.096146 -0.163854  0.528426  1.62501E-10  3.57230E-10  5.09115E-10
 os  76   1.052837 -0.297163  0.395118  1.50255E-09  2.79890E-09  4.70750E-09
 ir  77   0.708139 -0.611861  0.080420  6.86507E-10  3.50654E-10  2.15083E-09
 pt  78   1.133660 -0.486340  0.205941  1.85602E-09  2.43122E-09  5.81491E-09
 au  79   0.346974 -0.453026  0.239255  3.06254E-10  4.02415E-10  9.59494E-10
 hg  80   1.333895  0.163895  0.856175  3.02635E-09  8.24498E-09  9.48154E-09
 tl  81   1.147189  0.377189  1.069469  2.00608E-09  5.74557E-09  6.28504E-09
 pb  82   3.027391  0.987391  1.679672  1.54346E-07  4.73381E-07  4.83565E-07
 bi  83   1.481435  0.831435  1.523715  4.42847E-09  1.34560E-08  1.38744E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.0367   0.4505   0.8830   0.4325   0.7967
# Initial mass = 4.000, Z =  0.0028, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.867, Mass expelled =   3.1330
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  7.04937E-01 -1.51035E-01  2.20857E+00
 he   2  11.018167  0.088167  0.783413  2.91906E-01  1.30738E-01  9.14541E-01
  c   6   8.783924  0.313924  1.009170  5.10732E-03  1.44124E-02  1.60012E-02
